date,Stockholm,Uppsala,Sörmland,Östergötland,Jönköping,Kronoberg,Kalmar,Gotland,Blekinge,Skåne,Halland,Västra Götaland,Värmland,Örebro,Västmanland,Dalarna,Gävleborg,Västernorrland,Jämtland,Västerbotten,Norrbotten,compartment
2021-03-06,3909,481,405,582,518,294,216,46,116,1581,275,2121,171,292,337,305,499,413,117,142,224,D
2021-03-07,3909,481,405,582,518,294,216,46,116,1581,275,2121,171,292,337,305,499,413,117,142,224,D
2021-03-08,3909,481,405,587,519,295,216,46,117,1602,275,2121,173,292,339,305,499,413,117,142,224,D
2021-03-09,3913,482,405,590,520,296,216,46,117,1602,275,2122,175,294,339,305,500,416,117,143,224,D
2021-03-10,3913,482,409,590,522,296,217,46,117,1602,278,2134,175,294,339,305,501,417,117,144,228,D
2021-03-11,3929,482,409,594,522,296,217,46,117,1608,278,2135,177,294,341,305,502,417,117,146,228,D
2021-03-12,3934,485,409,594,525,296,217,46,117,1608,280,2143,177,295,341,306,503,417,117,150,228,D
2021-03-13,3934,485,409,594,525,296,217,46,117,1608,280,2143,177,295,341,306,503,417,117,150,228,D
2021-03-14,3934,485,409,594,525,296,217,46,117,1608,280,2143,177,295,341,306,503,417,117,150,228,D
2021-03-15,3934,485,409,595,525,296,217,46,117,1608,280,2143,177,295,341,306,503,417,117,150,228,D
2021-03-16,3936,485,409,597,525,296,217,46,118,1615,280,2145,177,295,342,306,508,418,117,152,228,D
2021-03-17,3957,485,410,597,526,296,217,46,118,1615,283,2159,177,295,342,307,509,421,117,157,233,D
2021-03-18,3957,489,410,597,526,296,217,46,118,1622,283,2159,180,295,343,307,509,421,117,158,233,D
2021-03-19,3966,489,410,597,526,296,217,46,118,1622,285,2166,180,296,343,307,510,423,117,158,234,D
2021-03-20,3966,489,410,597,526,296,217,46,118,1622,285,2166,180,296,343,307,510,423,117,158,234,D
2021-03-21,3966,489,410,597,526,296,217,46,118,1622,285,2166,180,296,343,307,510,423,117,158,234,D
2021-03-22,3966,489,410,597,526,296,217,46,118,1622,285,2166,180,296,343,307,510,423,117,158,234,D
2021-03-23,3987,492,413,601,531,296,218,46,118,1636,285,2166,181,297,349,308,513,423,117,160,234,D
2021-03-24,3988,492,415,602,532,296,218,46,118,1636,286,2186,181,298,349,310,517,424,117,163,236,D
2021-03-25,3994,494,415,602,536,297,218,46,118,1636,286,2186,181,300,349,310,517,424,117,164,236,D
2021-03-26,4001,494,415,603,537,297,222,46,120,1637,287,2194,182,301,349,310,518,425,118,165,236,D
2021-03-27,4001,494,415,603,537,297,222,46,120,1637,287,2194,182,301,349,310,518,425,118,165,236,D
2021-03-28,4001,494,415,603,537,297,222,46,120,1637,287,2194,182,301,349,310,518,425,118,165,236,D
2021-03-29,4001,494,415,603,537,297,222,46,120,1637,287,2194,182,301,349,310,518,425,118,165,236,D
2021-03-30,4003,498,420,607,537,297,222,46,120,1646,287,2194,184,301,349,310,521,427,118,166,236,D
2021-03-31,4003,499,420,607,537,297,222,46,120,1646,290,2212,184,301,349,310,523,428,118,168,238,D
2021-04-01,4029,501,421,607,537,297,222,46,120,1646,290,2213,185,301,349,310,525,429,118,168,238,D
2021-04-02,4029,501,421,607,537,297,222,46,120,1646,290,2213,185,301,349,310,525,429,118,168,238,D
2021-04-03,4029,501,421,607,537,297,222,46,120,1646,290,2213,185,301,349,310,525,429,118,168,238,D
2021-04-04,4029,501,421,607,537,297,222,46,120,1646,290,2213,185,301,349,310,525,429,118,168,238,D
2021-04-05,4029,501,421,607,537,297,222,46,120,1646,290,2213,185,301,349,310,525,429,118,168,238,D
2021-04-06,4042,501,421,607,537,297,223,47,120,1646,293,2221,185,302,349,312,526,430,118,170,238,D
2021-04-07,4042,503,421,607,537,297,223,47,121,1648,295,2228,185,303,349,314,533,432,118,170,242,D
2021-04-08,4058,503,421,607,538,297,223,47,121,1648,295,2228,185,304,349,314,533,432,118,170,242,D
2021-04-09,4059,503,421,619,539,297,223,47,121,1654,297,2238,186,304,349,316,534,434,118,170,244,D
2021-04-10,4059,503,421,619,539,297,223,47,121,1654,297,2238,186,304,349,316,534,434,118,170,244,D
2021-04-11,4059,503,421,619,539,297,223,47,121,1654,297,2238,186,304,349,316,534,434,118,170,244,D
2021-04-12,4075,503,421,620,539,298,223,47,121,1660,297,2238,188,304,349,316,534,434,118,170,244,D
2021-04-13,4077,503,424,620,539,299,223,48,121,1660,298,2239,188,304,349,316,536,435,118,171,245,D
2021-04-14,4077,503,435,622,541,299,223,48,122,1668,300,2257,190,306,349,318,536,437,118,175,247,D
2021-04-15,4105,506,435,625,542,299,223,48,122,1668,300,2258,190,308,349,318,536,437,118,177,247,D
2021-04-16,4105,506,436,625,542,299,223,48,123,1668,301,2267,191,316,349,319,537,437,118,177,248,D
2021-04-17,4105,506,436,625,542,299,223,48,123,1668,301,2267,191,316,349,319,537,437,118,177,248,D
2021-04-18,4105,506,436,625,542,299,223,48,123,1668,301,2267,191,316,349,319,537,437,118,177,248,D
2021-04-19,4105,506,436,625,542,299,223,48,123,1668,301,2267,191,316,349,319,537,437,118,177,248,D
2021-04-20,4124,510,436,629,544,301,223,48,125,1676,301,2267,193,316,350,319,537,437,118,177,248,D
2021-04-21,4139,511,437,629,544,301,223,48,125,1676,306,2277,194,316,350,319,539,439,118,177,248,D
2021-04-22,4139,513,439,629,544,302,223,48,125,1676,306,2277,196,317,350,323,540,445,118,177,248,D
2021-04-23,4160,513,439,629,544,302,223,48,125,1676,306,2283,196,318,350,326,543,445,118,178,248,D
2021-04-24,4160,513,439,629,544,302,223,48,125,1676,306,2283,196,318,350,326,543,445,118,178,248,D
2021-04-25,4160,513,439,629,544,302,223,48,125,1676,306,2283,196,318,350,326,543,445,118,178,248,D
2021-04-26,4160,513,439,636,545,302,223,48,126,1676,306,2283,196,318,350,326,543,445,118,178,248,D
2021-04-27,4160,517,444,636,545,302,234,49,127,1676,306,2284,197,322,350,326,543,452,120,178,248,D
2021-04-28,4160,517,446,636,545,302,235,49,128,1677,308,2290,197,322,350,329,543,458,120,178,249,D
2021-04-29,4160,517,446,636,546,302,235,50,128,1677,308,2290,197,322,350,329,543,458,120,178,249,D
2021-04-30,4188,520,446,636,547,303,235,51,128,1677,309,2294,198,324,350,329,544,458,120,178,251,D
2021-05-01,4188,520,446,636,547,303,235,51,128,1677,309,2294,198,324,350,329,544,458,120,178,251,D
2021-05-02,4188,520,446,636,547,303,235,51,128,1677,309,2294,198,324,350,329,544,458,120,178,251,D
2021-05-03,4188,520,446,636,547,303,235,51,128,1677,309,2294,198,324,350,329,544,458,120,178,251,D
2021-05-04,4203,522,450,640,548,307,235,51,128,1697,309,2295,199,325,354,330,544,459,120,178,252,D
2021-05-05,4230,523,451,643,548,307,235,51,128,1697,310,2311,199,326,354,332,546,459,120,178,255,D
2021-05-06,4230,523,451,643,549,307,239,51,128,1697,310,2311,200,326,354,332,546,460,120,179,255,D
2021-05-07,4230,524,451,643,550,308,240,51,128,1697,310,2313,200,328,354,332,548,460,120,179,255,D
2021-05-08,4230,524,451,643,550,308,240,51,128,1697,310,2313,200,328,354,332,548,460,120,179,255,D
2021-05-09,4230,524,451,643,550,308,240,51,128,1697,310,2313,200,328,354,332,548,460,120,179,255,D
2021-05-10,4230,524,451,643,550,308,240,51,128,1697,310,2313,200,328,354,332,548,460,120,179,255,D
2021-05-11,4244,529,451,649,552,311,240,51,128,1711,310,2314,204,328,355,332,549,461,120,180,255,D
2021-05-12,4266,530,452,649,552,311,240,51,128,1711,314,2328,204,330,355,333,549,461,120,180,257,D
2021-05-13,4266,530,452,652,552,311,240,51,128,1711,314,2328,206,330,356,333,549,461,120,180,257,D
2021-05-14,4266,530,452,652,552,311,240,51,128,1711,314,2329,206,330,356,333,549,465,120,180,257,D
2021-05-15,4266,530,452,652,552,311,240,51,128,1711,314,2329,206,330,356,333,549,465,120,180,257,D
2021-05-16,4266,530,452,652,552,311,240,51,128,1711,314,2329,206,330,356,333,549,465,120,180,257,D
2021-05-17,4266,530,452,661,552,312,240,51,128,1711,314,2329,208,330,356,333,549,465,120,180,257,D
2021-05-18,4267,533,452,661,552,312,243,51,128,1715,314,2331,208,330,356,333,550,465,120,180,257,D
2021-05-19,4294,533,452,661,552,312,243,51,128,1716,315,2336,209,331,356,337,551,466,120,180,261,D
2021-05-20,4294,533,453,661,552,312,243,51,128,1716,315,2337,209,331,356,337,551,466,120,180,261,D
2021-05-21,4294,533,453,661,552,312,243,51,128,1716,315,2342,209,334,356,338,552,467,120,180,261,D
2021-05-22,4294,533,453,661,552,312,243,51,128,1716,315,2342,209,334,356,338,552,467,120,180,261,D
2021-05-23,4294,533,453,661,552,312,243,51,128,1716,315,2342,209,334,356,338,552,467,120,180,261,D
2021-05-24,4294,533,453,666,552,313,243,51,128,1723,315,2342,209,334,358,338,552,467,120,180,261,D
2021-05-25,4305,536,454,667,552,313,243,51,128,1738,315,2342,210,334,359,338,553,467,120,180,261,D
2021-05-26,4320,536,454,667,552,313,243,51,128,1738,316,2349,210,336,359,340,553,467,120,180,264,D
2021-05-27,4320,536,461,667,553,313,243,51,128,1738,317,2349,210,336,359,340,556,467,120,181,264,D
2021-05-28,4320,536,461,667,553,313,243,51,128,1738,317,2349,210,336,359,340,556,467,120,181,264,D
2021-05-29,4320,536,461,667,553,313,243,51,128,1738,317,2349,210,336,359,340,556,467,120,181,264,D
2021-05-30,4320,536,461,667,553,313,243,51,128,1738,317,2349,210,336,359,340,556,467,120,181,264,D
2021-05-31,4320,536,461,667,553,313,243,51,128,1738,317,2349,210,336,359,340,556,467,120,181,264,D
2021-06-01,4320,536,461,668,553,315,243,51,128,1750,317,2349,211,336,359,340,556,467,120,181,264,D
2021-06-02,4320,536,461,668,553,315,243,51,128,1750,317,2349,211,336,359,340,556,467,120,181,264,D
2021-06-03,4339,536,463,668,554,315,245,51,128,1750,317,2360,211,338,359,340,559,468,120,181,267,D
2021-06-04,4339,537,463,668,554,316,245,51,128,1750,319,2363,211,338,359,340,559,470,120,181,269,D
2021-06-05,4339,537,463,668,554,316,245,51,128,1750,319,2363,211,338,359,340,559,470,120,181,269,D
2021-06-06,4339,537,463,668,554,316,245,51,128,1750,319,2363,211,338,359,340,559,470,120,181,269,D
2021-06-07,4339,537,463,668,554,316,245,51,128,1750,319,2363,211,338,359,340,559,470,120,181,269,D
2021-06-08,4344,537,466,668,554,317,245,51,128,1750,319,2364,211,342,359,342,559,470,121,181,269,D
2021-06-09,4349,537,467,668,554,318,245,51,129,1750,319,2364,212,342,359,343,560,473,121,181,270,D
2021-06-10,4349,537,467,673,554,318,245,51,129,1757,319,2366,212,342,360,343,560,473,121,181,270,D
2021-06-11,4353,538,467,673,554,318,245,51,129,1757,319,2367,212,342,360,343,560,474,121,181,270,D
2021-06-12,4353,538,467,673,554,318,245,51,129,1757,319,2367,212,342,360,343,560,474,121,181,270,D
2021-06-13,4353,538,467,673,554,318,245,51,129,1757,319,2367,212,342,360,343,560,474,121,181,270,D
2021-06-14,4353,538,467,673,554,318,245,51,129,1757,319,2367,212,342,360,343,560,474,121,181,270,D
2021-06-15,4353,538,467,673,554,318,245,51,129,1757,319,2367,212,342,360,343,560,474,121,181,270,D
2021-06-16,4353,538,467,673,554,318,245,51,129,1757,319,2367,212,342,360,343,560,474,121,181,270,D
2021-06-17,4353,538,467,673,554,318,245,51,129,1757,319,2367,212,342,360,343,560,474,121,181,270,D
2021-06-18,4353,538,467,674,554,318,245,51,130,1757,319,2367,212,342,360,343,560,474,121,181,270,D
2021-06-19,4353,538,467,674,554,318,245,51,130,1757,319,2367,212,342,360,343,560,474,121,181,270,D
2021-06-20,4353,538,467,674,554,318,245,51,130,1757,319,2367,212,342,360,343,560,474,121,181,270,D
2021-06-21,4353,538,467,674,554,318,245,51,130,1757,319,2367,212,342,360,343,560,474,121,181,270,D
2021-06-22,4354,538,468,674,555,318,245,51,130,1759,320,2377,212,342,360,343,560,477,121,181,272,D
2021-06-23,4359,539,468,674,555,318,245,52,130,1759,320,2377,212,342,360,343,560,478,121,181,272,D
2021-06-24,4359,539,468,674,555,318,246,52,130,1759,320,2380,214,342,360,343,560,478,121,181,272,D
2021-06-25,4359,539,468,674,555,318,246,52,130,1759,320,2380,214,342,360,343,560,478,121,181,272,D
2021-06-26,4359,539,468,674,555,318,246,52,130,1759,320,2380,214,342,360,343,560,478,121,181,272,D
2021-06-27,4359,539,468,674,555,318,246,52,130,1759,320,2380,214,342,360,343,560,478,121,181,272,D
2021-06-28,4359,539,468,674,555,318,246,52,130,1759,320,2380,214,342,360,343,560,478,121,181,272,D
2021-06-29,4359,539,470,674,555,318,246,52,130,1760,320,2383,214,342,360,343,560,479,121,181,272,D
2021-06-30,4360,539,470,678,555,318,246,52,130,1767,320,2384,214,342,360,343,560,479,121,181,272,D
2021-07-01,4360,539,470,678,555,318,246,52,130,1767,320,2384,214,342,363,343,560,479,121,181,272,D
2021-07-02,4360,539,470,678,555,318,246,52,130,1767,320,2385,214,342,363,343,560,479,121,181,272,D
2021-07-03,4360,539,470,678,555,318,246,52,130,1767,320,2385,214,342,363,343,560,479,121,181,272,D
2021-07-04,4360,539,470,678,555,318,246,52,130,1767,320,2385,214,342,363,343,560,479,121,181,272,D
2021-07-05,4360,539,470,678,555,318,246,52,130,1767,320,2385,214,342,363,343,560,479,121,181,272,D
2021-07-06,4361,539,470,678,555,318,246,52,130,1767,320,2385,214,342,363,343,560,480,121,181,272,D
2021-07-07,4361,539,473,678,555,318,246,52,130,1767,320,2386,214,342,363,343,560,480,121,181,272,D
2021-07-08,4361,539,473,678,555,318,246,52,130,1767,320,2386,214,342,363,343,560,480,121,181,272,D
2021-07-09,4361,539,473,680,555,318,246,52,130,1767,320,2386,214,342,363,344,560,480,121,181,272,D
2021-07-10,4361,539,473,680,555,318,246,52,130,1767,320,2386,214,342,363,344,560,480,121,181,272,D
2021-07-11,4361,539,473,680,555,318,246,52,130,1767,320,2386,214,342,363,344,560,480,121,181,272,D
2021-07-12,4361,539,473,680,555,318,246,52,130,1767,320,2386,214,342,363,344,560,480,121,181,272,D
2021-07-13,4363,539,473,680,555,318,246,52,130,1767,320,2386,214,342,363,344,560,480,121,181,272,D
2021-07-14,4363,539,473,680,555,318,246,52,130,1767,320,2386,214,342,363,344,560,480,121,181,272,D
2021-07-15,4364,539,473,680,555,318,246,52,130,1767,320,2386,214,342,363,344,560,480,121,181,272,D
2021-07-16,4364,540,473,680,555,318,246,52,130,1767,320,2386,214,342,363,344,560,481,121,181,272,D
2021-07-17,4364,540,473,680,555,318,246,52,130,1767,320,2386,214,342,364,344,560,481,121,181,272,D
2021-07-18,4364,540,473,680,555,318,246,52,130,1767,320,2386,214,342,364,344,560,481,121,181,272,D
2021-07-19,4364,540,473,680,555,318,246,52,130,1767,320,2386,214,342,364,344,560,481,121,181,272,D
2021-07-20,4369,540,473,680,555,318,246,52,130,1767,320,2386,214,342,364,344,560,481,121,181,272,D
2021-07-21,4369,540,473,680,555,318,246,52,130,1767,320,2386,214,342,364,344,560,481,121,181,273,D
2021-07-22,4369,540,473,680,555,318,246,52,130,1767,320,2386,214,342,364,344,560,481,121,181,273,D
2021-07-23,4369,540,473,680,555,318,246,52,130,1767,320,2386,214,342,364,344,560,481,121,181,273,D
2021-07-24,4369,540,473,680,555,318,246,52,130,1767,320,2386,214,342,364,344,560,481,121,181,273,D
2021-07-25,4369,540,473,680,555,318,246,52,130,1767,320,2386,214,342,364,344,560,481,121,181,273,D
2021-07-26,4369,540,473,680,555,318,246,52,130,1767,320,2386,214,342,364,344,560,481,121,181,273,D
2021-07-27,4369,540,477,680,555,318,246,52,130,1767,320,2386,214,342,364,344,560,481,121,181,273,D
2021-07-28,4369,540,477,680,555,318,246,52,130,1767,320,2386,214,342,364,344,560,481,121,181,273,D
2021-07-29,4370,540,477,680,555,318,246,52,130,1767,320,2386,214,342,364,344,560,481,121,181,273,D
2021-07-30,4370,540,477,680,555,318,246,52,130,1767,320,2386,214,342,364,344,560,481,121,181,273,D
2021-07-31,4370,540,477,680,555,318,246,52,130,1767,320,2386,214,342,364,344,560,481,121,181,273,D
2021-08-01,4370,540,477,680,555,318,246,52,130,1767,320,2386,214,342,364,344,560,481,121,181,273,D
2021-08-02,4370,540,477,680,555,318,246,52,130,1767,320,2386,214,342,364,344,560,481,121,181,273,D
2021-08-03,4370,540,477,680,555,318,246,52,130,1767,320,2386,214,342,364,344,560,481,121,181,274,D
2021-08-04,4370,540,477,680,555,318,246,52,130,1767,320,2386,214,342,364,344,560,481,121,181,274,D
2021-08-05,4370,540,477,680,555,318,246,52,130,1767,320,2386,214,342,364,344,560,481,121,181,274,D
2021-08-06,4370,540,477,680,555,318,246,52,130,1767,320,2386,214,342,364,344,560,481,121,181,274,D
2021-08-07,4370,540,477,680,555,318,246,52,130,1767,320,2386,214,342,364,344,560,481,121,181,274,D
2021-08-08,4370,540,477,680,555,318,246,52,130,1767,320,2386,214,342,364,344,560,481,121,181,274,D
2021-08-09,4370,540,477,680,555,318,246,52,130,1767,320,2386,214,342,364,344,560,481,121,181,274,D
2021-08-10,4370,540,477,681,555,318,246,52,130,1768,320,2386,214,342,364,344,560,481,121,181,274,D
2021-08-11,4370,540,477,681,555,318,246,52,130,1768,320,2386,214,342,364,344,560,481,121,181,274,D
2021-08-12,4370,540,477,681,555,318,246,52,130,1768,320,2386,214,342,364,344,560,481,121,181,274,D
2021-08-13,4370,540,477,681,555,318,246,52,130,1768,320,2386,214,342,364,344,560,481,121,181,274,D
2021-08-14,4370,540,477,681,555,318,246,52,130,1768,320,2386,214,342,364,344,560,481,121,181,274,D
2021-08-15,4370,540,477,681,555,318,246,52,130,1768,320,2386,214,342,364,344,560,481,121,181,274,D
2021-08-16,4370,540,477,681,555,318,246,52,130,1768,320,2386,214,342,364,344,560,481,121,181,274,D
2021-08-17,4370,541,477,681,555,318,246,52,130,1768,320,2386,214,342,364,344,560,481,121,181,274,D
2021-08-18,4370,541,477,681,557,318,246,52,130,1768,320,2386,214,342,364,344,560,481,121,181,274,D
2021-08-19,4370,541,477,683,557,318,246,52,130,1769,320,2386,214,342,365,344,560,482,121,181,274,D
2021-08-20,4370,541,477,683,557,318,246,53,130,1769,320,2386,214,342,365,344,560,482,121,181,274,D
2021-08-21,4370,541,477,683,557,318,246,53,130,1769,320,2386,214,342,365,344,560,482,121,181,274,D
2021-08-22,4370,541,477,683,557,318,246,53,130,1769,320,2386,214,342,365,344,560,482,121,181,274,D
2021-08-23,4370,541,477,683,557,318,246,53,130,1769,320,2386,214,342,365,344,560,482,121,181,274,D
2021-08-24,4370,541,477,683,557,318,246,53,130,1769,320,2386,214,342,365,344,560,482,121,181,274,D
2021-08-25,4370,541,477,683,557,318,247,53,130,1769,321,2386,214,342,365,345,560,482,121,181,274,D
2021-08-26,4371,541,478,685,557,318,248,53,130,1769,321,2387,214,342,365,345,560,482,121,181,276,D
2021-08-27,4373,541,478,685,557,318,248,53,130,1769,321,2387,216,342,365,345,560,482,121,181,276,D
2021-08-28,4373,541,478,685,557,318,248,53,130,1769,321,2387,216,342,365,345,560,482,121,181,276,D
2021-08-29,4373,541,478,685,557,318,248,53,130,1769,321,2387,216,342,365,345,560,482,121,181,276,D
2021-08-30,4373,541,478,685,557,318,248,53,130,1769,321,2387,216,342,365,345,560,482,121,181,276,D
2021-08-31,4373,541,479,685,557,318,248,53,130,1771,321,2388,216,342,365,345,560,482,126,181,276,D
2021-09-01,4373,541,479,685,557,318,248,53,130,1771,321,2388,216,342,365,345,560,482,126,181,276,D
2021-09-02,4373,541,479,685,557,318,248,53,130,1771,321,2388,216,342,365,345,560,482,126,181,276,D
2021-09-03,4373,541,479,685,557,318,248,53,130,1771,321,2388,216,342,365,345,560,482,126,181,276,D
2021-09-04,4373,541,479,685,557,318,248,53,130,1771,321,2388,216,342,365,345,560,482,126,181,276,D
2021-09-05,4373,541,479,685,557,318,248,53,130,1771,321,2388,216,342,365,345,560,482,126,181,276,D
2021-09-06,4373,541,479,685,557,318,248,53,130,1771,321,2388,216,342,365,345,560,482,126,181,276,D
2021-09-07,4375,541,479,685,557,318,248,53,130,1771,322,2388,217,343,365,345,560,482,126,183,276,D
2021-09-08,4375,541,479,687,558,318,248,53,130,1772,322,2388,217,343,365,345,560,482,126,183,276,D
2021-09-09,4376,542,479,687,558,318,248,53,130,1772,322,2388,217,343,365,345,560,482,126,183,276,D
2021-09-10,4376,542,479,687,558,318,248,53,130,1772,322,2388,217,343,365,345,560,482,126,183,276,D
2021-09-11,4376,542,479,687,558,318,248,53,130,1772,322,2388,217,343,365,345,560,482,126,183,276,D
2021-09-12,4376,542,479,687,558,318,248,53,130,1772,322,2388,217,343,365,345,560,482,126,183,276,D
2021-09-13,4376,542,479,687,558,318,248,53,130,1772,322,2388,217,343,365,345,560,482,126,183,276,D
2021-09-14,4388,542,479,687,560,319,248,53,130,1772,323,2392,218,344,365,345,560,482,126,183,276,D
2021-09-15,4389,542,481,687,560,319,248,53,130,1772,323,2392,219,345,365,345,560,482,126,183,276,D
2021-09-16,4389,542,481,687,560,324,248,53,130,1772,323,2398,220,345,365,345,561,482,126,183,276,D
2021-09-17,4403,542,481,687,561,324,248,53,130,1772,323,2402,220,345,365,345,561,482,126,186,276,D
2021-09-18,4403,542,481,687,561,324,248,53,130,1772,323,2402,220,345,365,345,561,482,126,186,276,D
2021-09-19,4403,542,481,687,561,324,248,53,130,1772,323,2402,220,345,365,345,561,482,126,186,276,D
2021-09-20,4403,542,481,687,561,324,248,53,130,1772,323,2402,220,345,365,345,561,482,126,186,276,D
2021-09-21,4403,542,481,687,562,324,249,53,130,1775,323,2402,220,346,365,348,561,482,126,187,276,D
2021-09-22,4411,543,481,691,562,324,249,53,130,1782,324,2403,222,347,370,350,561,482,126,187,276,D
2021-09-23,4412,545,481,691,562,324,249,53,130,1782,324,2404,222,347,370,350,561,482,126,187,276,D
2021-09-24,4412,545,481,691,562,324,249,53,130,1782,324,2405,222,349,370,351,561,482,126,190,276,D
2021-09-25,4412,545,481,691,562,324,249,53,130,1782,324,2405,222,349,370,351,561,482,126,190,276,D
2021-09-26,4412,545,481,691,562,324,249,53,130,1782,324,2405,222,349,370,351,561,482,126,190,276,D
2021-09-27,4412,545,481,691,562,324,249,53,130,1782,324,2405,222,349,370,351,561,482,126,190,276,D
2021-09-28,4416,547,481,691,562,324,249,53,130,1782,327,2411,222,349,370,351,561,482,126,190,287,D
2021-09-29,4416,547,481,691,562,324,249,53,130,1782,328,2411,222,350,370,352,561,482,126,190,287,D
2021-09-30,4420,547,481,691,562,324,249,53,130,1782,328,2415,222,350,370,352,561,482,126,190,287,D
2021-10-01,4420,547,481,691,562,324,249,53,130,1782,328,2416,222,350,370,352,561,482,126,190,287,D
2021-10-02,4420,547,481,691,562,324,249,53,130,1782,328,2416,222,350,370,352,561,482,126,190,287,D
2021-10-03,4420,547,481,691,562,324,249,53,130,1782,328,2416,222,350,370,352,561,482,126,190,287,D
2021-10-04,4420,547,481,691,562,324,249,53,130,1782,328,2416,222,350,370,352,561,482,126,190,287,D
2021-10-05,4421,547,481,691,562,324,249,53,130,1782,328,2416,222,350,370,352,561,482,128,191,287,D
2021-10-06,4425,547,482,691,562,324,249,53,130,1782,328,2418,222,351,370,354,561,482,128,192,287,D
2021-10-07,4433,547,482,691,562,324,249,54,130,1782,328,2422,222,351,370,354,561,482,128,193,287,D
2021-10-08,4433,547,482,691,562,324,249,54,130,1782,328,2422,223,351,370,354,561,482,128,193,287,D
2021-10-09,4433,547,482,691,562,324,249,54,130,1782,328,2422,223,351,370,354,561,482,128,193,287,D
2021-10-10,4433,547,482,691,562,324,249,54,130,1782,328,2422,223,351,370,354,561,482,128,193,287,D
2021-10-11,4433,547,482,691,562,324,249,54,130,1782,328,2422,223,351,370,354,561,482,128,193,287,D
2021-10-12,4438,547,482,691,562,324,250,54,130,1784,328,2423,223,352,370,354,561,482,128,194,287,D
2021-10-13,4438,547,482,691,562,324,250,54,130,1784,328,2423,223,352,370,355,561,482,128,194,287,D
2021-10-14,4438,547,482,691,562,324,250,54,130,1784,328,2427,223,352,370,355,561,482,128,194,287,D
2021-10-15,4459,547,482,691,562,324,250,54,130,1785,328,2428,223,352,370,355,562,482,128,196,291,D
2021-10-16,4459,547,482,691,562,324,250,54,130,1785,328,2428,223,352,370,355,562,482,128,196,291,D
2021-10-17,4459,547,482,691,562,324,250,54,130,1785,328,2428,223,352,370,355,562,482,128,196,291,D
2021-10-18,4459,547,482,691,562,324,250,54,130,1785,328,2428,223,352,370,355,562,482,128,196,291,D
2021-10-19,4460,547,482,691,562,325,250,54,130,1788,328,2428,223,353,370,355,562,482,128,197,291,D
2021-10-20,4471,547,483,691,562,325,250,54,130,1788,328,2434,223,353,370,357,562,482,128,197,291,D
2021-10-21,4471,547,483,691,562,325,250,54,131,1788,328,2434,223,353,370,357,562,482,128,197,291,D
2021-10-22,4471,547,483,691,562,325,251,54,131,1788,328,2437,223,353,370,357,564,482,128,198,291,D
2021-10-23,4471,547,483,691,562,325,251,54,131,1788,328,2437,223,353,370,357,564,482,128,198,291,D
2021-10-24,4471,547,483,691,562,325,251,54,131,1788,328,2437,223,353,370,357,564,482,128,198,291,D
2021-10-25,4471,547,483,691,562,325,251,54,131,1788,328,2437,223,353,370,357,564,482,128,198,291,D
2021-10-26,4472,547,483,691,562,326,251,54,131,1793,328,2437,223,353,370,357,564,482,128,198,292,D
2021-10-27,4481,547,483,691,562,326,251,54,131,1793,328,2440,223,353,370,358,564,482,128,199,292,D
2021-10-28,4482,547,483,691,562,326,251,54,131,1793,328,2440,223,353,370,358,564,483,128,199,292,D
2021-10-29,4487,547,483,691,562,326,251,54,131,1793,328,2442,223,353,370,358,564,483,128,199,292,D
2021-10-30,4487,547,483,691,562,326,251,54,131,1793,328,2442,223,353,370,358,564,483,128,199,292,D
2021-10-31,4487,547,483,691,562,326,251,54,131,1793,328,2442,223,353,370,358,564,483,128,199,292,D
2021-11-01,4487,547,483,691,562,326,251,54,131,1793,328,2442,223,353,370,358,564,483,128,199,292,D
2021-11-02,4489,547,483,691,565,326,251,54,131,1797,328,2442,223,353,370,358,564,484,128,201,292,D
2021-11-03,4491,547,483,691,565,326,251,54,131,1797,328,2442,223,353,370,358,564,484,128,201,292,D
2021-11-04,4495,547,483,691,565,326,251,54,131,1797,328,2443,223,353,370,358,564,486,128,201,292,D
2021-11-05,4502,547,483,691,565,326,251,54,131,1797,328,2443,223,353,370,358,564,486,128,201,292,D
2021-11-06,4502,547,483,691,565,326,251,54,131,1797,328,2443,223,353,370,358,564,486,128,201,292,D
2021-11-07,4502,547,483,691,565,326,251,54,131,1797,328,2443,223,353,370,358,564,486,128,201,292,D
2021-11-08,4502,547,483,691,565,326,251,54,131,1797,328,2443,223,353,370,358,564,486,128,201,292,D
2021-11-09,4503,547,483,691,566,326,251,54,131,1799,328,2443,223,353,370,358,564,487,128,202,293,D
2021-11-10,4511,548,483,703,566,326,251,54,132,1806,328,2444,224,353,385,358,564,487,128,202,293,D
2021-11-11,4511,548,483,703,566,326,251,54,132,1806,328,2444,224,353,385,358,564,487,128,202,294,D
2021-11-12,4511,548,483,703,566,326,251,54,132,1806,328,2447,224,354,385,358,564,487,128,202,294,D
2021-11-13,4511,548,483,703,566,326,251,54,132,1806,328,2447,224,354,385,358,564,487,128,202,294,D
2021-11-14,4511,548,483,703,566,326,251,54,132,1806,328,2447,224,354,385,358,564,487,128,202,294,D
2021-11-15,4511,548,483,703,566,326,251,54,132,1806,328,2447,224,354,385,358,564,487,128,202,294,D
2021-11-16,4511,549,483,703,566,326,251,54,132,1812,328,2447,224,354,385,359,564,487,128,202,294,D
